example_id                                                       | status | run_time        |
./spec/models/medical_record_spec.rb[1:4:2:1]                    | passed | 0.01064 seconds |
./spec/models/medical_record_spec.rb[1:4:3:1]                    | passed | 0.01335 seconds |
./spec/models/medical_record_spec.rb[1:5:1]                      | passed | 0.00574 seconds |
./spec/models/user_spec.rb[1:1:1]                                | passed | 0.00081 seconds |
./spec/models/user_spec.rb[1:1:2]                                | passed | 0.00078 seconds |
./spec/models/user_spec.rb[1:2:1]                                | passed | 0.00261 seconds |
./spec/models/user_spec.rb[1:2:2]                                | passed | 0.00256 seconds |
./spec/models/user_spec.rb[1:2:3]                                | passed | 0.00295 seconds |
./spec/models/user_spec.rb[1:2:4]                                | passed | 0.00332 seconds |
./spec/models/user_spec.rb[1:2:5:1]                              | passed | 0.00313 seconds |
./spec/models/user_spec.rb[1:2:5:2]                              | passed | 0.00558 seconds |
./spec/models/user_spec.rb[1:2:5:3]                              | passed | 0.00534 seconds |
./spec/models/user_spec.rb[1:2:6:1]                              | passed | 0.00303 seconds |
./spec/models/user_spec.rb[1:2:7:1]                              | passed | 0.0071 seconds  |
./spec/models/user_spec.rb[1:2:7:2]                              | passed | 0.00273 seconds |
./spec/models/user_spec.rb[1:3:1]                                | passed | 0.00325 seconds |
./spec/models/user_spec.rb[1:4:1:1]                              | passed | 0.00698 seconds |
./spec/models/user_spec.rb[1:4:2:1]                              | passed | 0.00419 seconds |
./spec/models/user_spec.rb[1:4:2:2]                              | passed | 0.00359 seconds |
./spec/models/user_spec.rb[1:4:3:1]                              | passed | 0.00367 seconds |
./spec/models/user_spec.rb[1:4:3:2]                              | passed | 0.00471 seconds |
./spec/models/user_spec.rb[1:4:4:1]                              | passed | 0.00442 seconds |
./spec/models/user_spec.rb[1:5:1:1]                              | passed | 0.00222 seconds |
./spec/models/user_spec.rb[1:5:2:1]                              | passed | 0.00478 seconds |
./spec/models/user_spec.rb[1:5:2:2]                              | passed | 0.00294 seconds |
./spec/models/user_spec.rb[1:5:3:1]                              | passed | 0.00334 seconds |
./spec/models/user_spec.rb[1:6:1:1]                              | passed | 0.00397 seconds |
./spec/models/user_spec.rb[1:6:2:1]                              | passed | 0.00461 seconds |
./spec/models/user_spec.rb[1:6:3:1]                              | passed | 0.00861 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:1:1]     | passed | 0.00568 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:1:2]     | passed | 0.00533 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:1:3]     | passed | 0.00608 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:1:4]     | passed | 0.00812 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:1:5]     | passed | 0.00568 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:2:1]     | passed | 0.0055 seconds  |
./spec/requests/api/internal/authentication_spec.rb[1:1:2:2]     | passed | 0.00603 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:3:1]     | passed | 0.00471 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:3:2]     | passed | 0.00457 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:4:1]     | passed | 0.00576 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:5:1]     | passed | 0.00457 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:6:1]     | passed | 0.0052 seconds  |
./spec/requests/api/internal/authentication_spec.rb[1:1:7:1]     | passed | 0.0048 seconds  |
./spec/requests/api/internal/authentication_spec.rb[1:1:8:1]     | passed | 0.00602 seconds |
./spec/requests/api/internal/authentication_spec.rb[1:1:9:1]     | passed | 0.17789 seconds |
./spec/requests/api/internal/users_spec.rb[1:1:1:1]              | passed | 0.00418 seconds |
./spec/requests/api/internal/users_spec.rb[1:1:1:2]              | passed | 0.00391 seconds |
./spec/requests/api/internal/users_spec.rb[1:1:1:3]              | passed | 0.00408 seconds |
./spec/requests/api/internal/users_spec.rb[1:1:1:4]              | passed | 0.01243 seconds |
./spec/requests/api/internal/users_spec.rb[1:1:1:5]              | passed | 0.00418 seconds |
./spec/requests/api/internal/users_spec.rb[1:1:1:6]              | passed | 0.0039 seconds  |
./spec/requests/api/internal/users_spec.rb[1:1:2:1]              | passed | 0.00498 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:1:1]              | passed | 0.01518 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:1:2]              | passed | 0.01361 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:1:3]              | passed | 0.01488 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:1:4]              | passed | 0.014 seconds   |
./spec/requests/api/internal/users_spec.rb[1:2:1:5]              | passed | 0.01296 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:2:1]              | passed | 0.02084 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:2:2]              | passed | 0.01335 seconds |
